Name,CodeName,Type,TypeName,Etat,SubEtat,DES,ETA,Worlds,Engines,OffsetBX,OffsetBY,OffsetHY,FollowSprite,HitPoints,HitSprite,FollowEnabled,ConnectedEvents,LabelOffsets,Commands
Digit 7 (Green),,260,TYPE_EDU_CHIFFRE,0,7,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Digit 8 (Blue),MS_educ_8,260,TYPE_EDU_CHIFFRE,0,8,CHIFFRES,CHIFFRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Digit 8 (Red),,260,TYPE_EDU_CHIFFRE,0,8,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Digit 8 (Brown),,260,TYPE_EDU_CHIFFRE,0,8,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Digit 8 (Gold),,260,TYPE_EDU_CHIFFRE,0,8,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Digit 8 (Gray),,260,TYPE_EDU_CHIFFRE,0,8,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Digit 8 (Green),,260,TYPE_EDU_CHIFFRE,0,8,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Digit 9 (Blue),MS_educ_9,260,TYPE_EDU_CHIFFRE,0,9,CHIFFRES,CHIFFRES,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,2-254-33-255
Digit 9 (Red),,260,TYPE_EDU_CHIFFRE,0,9,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,1,0,False,,,2-254-33-255
Digit 9 (Brown),,260,TYPE_EDU_CHIFFRE,0,9,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,2,0,False,,,2-254-33-255
Digit 9 (Gold),,260,TYPE_EDU_CHIFFRE,0,9,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,3,0,False,,,2-254-33-255
Digit 9 (Gray),,260,TYPE_EDU_CHIFFRE,0,9,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,4,0,False,,,2-254-33-255
Digit 9 (Green),,260,TYPE_EDU_CHIFFRE,0,9,CHIFFRES,CHIFFRES,1-2-3-4-5-6,EDU,64,80,0,0,5,0,False,,,2-254-33-255
Road Sign (Green Right),MS_edu_dir1,261,TYPE_EDU_DIRECTION,0,14,ELE,ELE,1-2-3-4-5-6,KIT-EDU,0,0,0,0,0,0,False,,,
Road Sign (Green Left),MS_edu_dir2,261,TYPE_EDU_DIRECTION,0,15,ELE,ELE,1-2-3-4-5-6,KIT-EDU,0,0,0,0,0,0,False,,,
Road Sign (Red Right),MS_edu_dir3,261,TYPE_EDU_DIRECTION,0,16,ELE,ELE,1-2-3-4-5-6,KIT-EDU,0,0,0,0,0,0,False,,,
Road Sign (Red Left),MS_edu_dir4,261,TYPE_EDU_DIRECTION,0,17,ELE,ELE,1-2-3-4-5-6,KIT-EDU,0,0,0,0,0,0,False,,,
Artwork: Hat,MS_icon_3,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,KIT-EDU,64,64,0,0,0,0,False,,,30-254-33-255
Artwork: Plug,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,1,0,False,,,30-254-33-255
Artwork: Pin,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,2,0,False,,,30-254-33-255
Artwork: Beard(ed Rayman),MS_icon_1,262,EDU_ArtworkObject,0,0,ART1,ART1,2-5,EDU,64,64,0,0,4,0,False,,,30-254-33-255
Artwork: Web,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,4,0,False,,,30-254-33-255
Artwork: Frog,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,5,0,False,,,30-254-33-255
Artwork: Nest,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,6,0,False,,,30-254-33-255
Artwork: Clock,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,7,0,False,,,30-254-33-255
Artwork: Salt,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,8,0,False,,,30-254-33-255
Artwork: Mice,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,9,0,False,,,30-254-33-255
Artwork: Milk,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,10,0,False,,,30-254-33-255
Artwork: Spoon,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,11,0,False,,,30-254-33-255
Artwork: Bed,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,12,0,False,,,30-254-33-255
Artwork: Pot,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,13,0,False,,,30-254-33-255
Artwork: Can,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,14,0,False,,,30-254-33-255
Artwork: Jet/Plane,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,15,0,False,,,30-254-33-255
Artwork: Pill,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,16,0,False,,,30-254-33-255
Artwork: Map,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,17,0,False,,,30-254-33-255
Artwork: Box,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,18,0,False,,,30-254-33-255
Artwork: Doll,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,19,0,False,,,30-254-33-255
Artwork: Pig,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,20,0,False,,,30-254-33-255
Artwork: Men,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,21,0,False,,,30-254-33-255
Artwork: Sun,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,22,0,False,,,30-254-33-255
Artwork: Cut (Scissors),,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,23,0,False,,,30-254-33-255
Artwork: Bus,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,24,0,False,,,30-254-33-255
Artwork: Leg,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,25,0,False,,,30-254-33-255
Artwork: Desk,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,26,0,False,,,30-254-33-255
Artwork: Twig(s),,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,27,0,False,,,30-254-33-255
Artwork: Cane,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,28,0,False,,,30-254-33-255
Artwork: Plum,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,29,0,False,,,30-254-33-255
Artwork: Stamp,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,30,0,False,,,30-254-33-255
Artwork: Trunk (Elephant),,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,31,0,False,,,30-254-33-255
Artwork: Wind,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,32,0,False,,,30-254-33-255
Artwork: Witch,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,33,0,False,,,30-254-33-255
Artwork: Shelf,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,34,0,False,,,30-254-33-255
Artwork: Tube,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,35,0,False,,,30-254-33-255
Artwork: Whale,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,36,0,False,,,30-254-33-255
Artwork: Brick,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,37,0,False,,,30-254-33-255
Artwork: Cheese,,262,EDU_ArtworkObject,0,0,ART3,ART3,2-5,EDU,64,64,0,0,38,0,False,,,30-254-33-255
Artwork: Bug,,262,EDU_ArtworkObject,0,1,ART2,ART2,2-5,EDU,64,64,0,0,39,0,False,,,30-254-33-255
Artwork: Man,MS_icon_2,262,EDU_ArtworkObject,0,1,ART2,ART2,2-5,EDU,64,64,0,0,45,0,False,,,30-254-33-255
Sound Sample: Death,MS_sample,263,EDU_VoiceLine,0,0,SMP,SMP,1-2-3-4-5-6,KIT-EDU,64,64,0,0,0,254,False,,,30-254-33-255
Sound Sample: PERFECT!,,263,EDU_VoiceLine,0,0,SMP,SMP,1-2-3-4-5-6,KIT-EDU,64,64,0,0,1,254,False,,,30-254-33-255
Sound Sample: Correct Answer,,263,EDU_VoiceLine,0,0,SMP,SMP,1-2-3-4-5-6,KIT-EDU,64,64,0,0,2,254,False,,,30-254-33-255
Sound Sample: Exit Sign Appearing,,263,EDU_VoiceLine,0,0,SMP,SMP,1-2-3-4-5-6,KIT-EDU,64,64,0,0,3,254,False,,,30-254-33-255
Sound Sample: EDU Gendoor (Generic),,263,EDU_VoiceLine,0,0,SMP,SMP,1-2-3-4-5-6,KIT-EDU,64,64,0,0,4,254,False,,,30-254-33-255
Sound Sample: EDU Gendoor (Double-Back / Look Around),,263,EDU_VoiceLine,0,0,SMP,SMP,1-2-3-4-5-6,KIT-EDU,64,64,0,0,5,254,False,,,30-254-33-255
Sparkles (rotating),MS_edu_scint,264,EDU_Glow,5,65,PNG,PNG,1-2-3-4-5-6,KIT-EDU,64,64,0,0,0,0,False,,,
Spelling Starter (arbitrary order): MOT 0,MS_mot,265,EDU_MOT,0,0,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,0,0,False,,,30-254-33-255
Spelling Starter (arbitrary order): MOT 1,,265,EDU_MOT,0,0,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,1,0,False,,,30-254-33-255
Spelling Starter (arbitrary order): MOT 2,,265,EDU_MOT,0,0,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,2,0,False,,,30-254-33-255
Spelling Starter (arbitrary order): MOT 3,,265,EDU_MOT,0,0,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,3,0,False,,,30-254-33-255
Spelling Starter (arbitrary order): MOT 4,,265,EDU_MOT,0,0,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,4,0,False,,,30-254-33-255
Spelling Starter (arbitrary order): MOT 5,,265,EDU_MOT,0,0,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,5,0,False,,,30-254-33-255
Spelling Starter (arbitrary order): MOT 6,,265,EDU_MOT,0,0,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,6,0,False,,,30-254-33-255
Spelling Starter (arbitrary order): MOT 7,,265,EDU_MOT,0,0,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,7,0,False,,,30-254-33-255
Spelling Starter (arbitrary order): MOT 8,,265,EDU_MOT,0,0,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,8,0,False,,,30-254-33-255
Spelling Starter (arbitrary order): MOT 9,,265,EDU_MOT,0,0,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,9,0,False,,,30-254-33-255
Spelling Starter (arbitrary order): MOT 10,,265,EDU_MOT,0,0,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,10,0,False,,,30-254-33-255
Spelling Starter (arbitrary order): MOT 11,,265,EDU_MOT,0,0,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,11,0,False,,,30-254-33-255
Spelling Starter (arbitrary order): MOT 12,,265,EDU_MOT,0,0,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,12,0,False,,,30-254-33-255
Spelling Starter (arbitrary order): MOT 13,,265,EDU_MOT,0,0,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,13,0,False,,,30-254-33-255
Spelling Starter (arbitrary order): MOT 14,,265,EDU_MOT,0,0,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,14,0,False,,,30-254-33-255
Spelling Starter (arbitrary order): MOT 15,,265,EDU_MOT,0,0,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,15,0,False,,,30-254-33-255
Spelling Starter (arbitrary order): MOT 16,,265,EDU_MOT,0,0,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,16,0,False,,,30-254-33-255
Spelling Starter (arbitrary order): MOT 17,,265,EDU_MOT,0,0,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,17,0,False,,,30-254-33-255
Spelling Starter (arbitrary order): MOT 18,,265,EDU_MOT,0,0,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,18,0,False,,,30-254-33-255
Spelling Starter: MOT 0,MS_mot2,265,EDU_MOT,0,1,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,0,0,False,,,30-254-33-255
Spelling Starter: MOT 1,,265,EDU_MOT,0,1,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,1,0,False,,,30-254-33-255
Spelling Starter: MOT 2,,265,EDU_MOT,0,1,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,2,0,False,,,30-254-33-255
Spelling Starter: MOT 3,,265,EDU_MOT,0,1,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,3,0,False,,,30-254-33-255
Spelling Starter: MOT 4,,265,EDU_MOT,0,1,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,4,0,False,,,30-254-33-255
Spelling Starter: MOT 5,,265,EDU_MOT,0,1,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,5,0,False,,,30-254-33-255
Spelling Starter: MOT 6,,265,EDU_MOT,0,1,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,6,0,False,,,30-254-33-255
Spelling Starter: MOT 7,,265,EDU_MOT,0,1,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,7,0,False,,,30-254-33-255
Spelling Starter: MOT 8,,265,EDU_MOT,0,1,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,8,0,False,,,30-254-33-255
Spelling Starter: MOT 9,,265,EDU_MOT,0,1,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,9,0,False,,,30-254-33-255
Spelling Starter: MOT 10,,265,EDU_MOT,0,1,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,10,0,False,,,30-254-33-255
Spelling Starter: MOT 11,,265,EDU_MOT,0,1,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,11,0,False,,,30-254-33-255
Spelling Starter: MOT 12,,265,EDU_MOT,0,1,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,12,0,False,,,30-254-33-255
Spelling Starter: MOT 13,,265,EDU_MOT,0,1,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,13,0,False,,,30-254-33-255
Spelling Starter: MOT 14,,265,EDU_MOT,0,1,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,14,0,False,,,30-254-33-255
Spelling Starter: MOT 15,,265,EDU_MOT,0,1,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,15,0,False,,,30-254-33-255
Spelling Starter: MOT 16,,265,EDU_MOT,0,1,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,16,0,False,,,30-254-33-255
Spelling Starter: MOT 17,,265,EDU_MOT,0,1,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,17,0,False,,,30-254-33-255
Spelling Starter: MOT 18,,265,EDU_MOT,0,1,MOT,MOT,1-2-3-4-5-6,EDU,64,64,0,0,18,0,False,,,30-254-33-255
Correct Answer Counter Gendoor,MS_edu_compteur,266,MS_compteur,0,0,COMPTEUR,COMPTEUR,1-2-3-4-5-6,EDU,64,64,0,0,0,0,False,,,30-254-33-255
Gendoor (Ting Darkblue),MS_compteur,266,MS_compteur,0,2,WIZCOMPT,WIZCOMPT,1-2-3-4-5-6,KIT,0,0,0,0,0,0,False,,,30-254-33-255
Gendoor (Ting Red),,266,MS_compteur,0,2,WIZCOMPT,WIZCOMPT,1-2-3-4-5-6,KIT,0,0,0,0,1,0,False,,,30-254-33-255
Gendoor (Ting Brown),,266,MS_compteur,0,2,WIZCOMPT,WIZCOMPT,1-2-3-4-5-6,KIT,0,0,0,0,2,0,False,,,30-254-33-255
Gendoor (Ting Gold),,266,MS_compteur,0,2,WIZCOMPT,WIZCOMPT,1-2-3-4-5-6,KIT,0,0,0,0,3,0,False,,,30-254-33-255
Gendoor (Ting Gray),,266,MS_compteur,0,2,WIZCOMPT,WIZCOMPT,1-2-3-4-5-6,KIT,0,0,0,0,4,0,False,,,30-254-33-255
Gendoor (Ting Green),,266,MS_compteur,0,2,WIZCOMPT,WIZCOMPT,1-2-3-4-5-6,KIT,0,0,0,0,5,0,False,,,30-254-33-255
Killdoor (Ting Darkblue),MS_compteur_anti,266,MS_compteur,0,3,WIZCOMPT,WIZCOMPT,1-2-3-4-5-6,KIT,0,0,0,0,0,0,False,,,30-254-33-255
Killdoor (Ting Red),,266,MS_compteur,0,3,WIZCOMPT,WIZCOMPT,1-2-3-4-5-6,KIT,0,0,0,0,1,0,False,,,30-254-33-255
Killdoor (Ting Brown),,266,MS_compteur,0,3,WIZCOMPT,WIZCOMPT,1-2-3-4-5-6,KIT,0,0,0,0,2,0,False,,,30-254-33-255
Killdoor (Ting Gold),,266,MS_compteur,0,3,WIZCOMPT,WIZCOMPT,1-2-3-4-5-6,KIT,0,0,0,0,3,0,False,,,30-254-33-255
Killdoor (Ting Gray),,266,MS_compteur,0,3,WIZCOMPT,WIZCOMPT,1-2-3-4-5-6,KIT,0,0,0,0,4,0,False,,,30-254-33-255
Killdoor (Ting Green),,266,MS_compteur,0,3,WIZCOMPT,WIZCOMPT,1-2-3-4-5-6,KIT,0,0,0,0,5,0,False,,,30-254-33-255
Ting (Darkblue),MS_wiz_comptage,267,MS_wiz_comptage,0,0,WIZCOMPT,WIZCOMPT,1-2-3-4-5-6,KIT,0,0,0,0,0,254,False,,,30-254-33-255
Ting (Red),,267,MS_wiz_comptage,0,0,WIZCOMPT,WIZCOMPT,1-2-3-4-5-6,KIT,0,0,0,0,1,254,False,,,30-254-33-255
Ting (Brown),,267,MS_wiz_comptage,0,0,WIZCOMPT,WIZCOMPT,1-2-3-4-5-6,KIT,0,0,0,0,2,254,False,,,30-254-33-255
Ting (Gold),,267,MS_wiz_comptage,0,0,WIZCOMPT,WIZCOMPT,1-2-3-4-5-6,KIT,0,0,0,0,3,254,False,,,30-254-33-255
Ting (Gray),,267,MS_wiz_comptage,0,0,WIZCOMPT,WIZCOMPT,1-2-3-4-5-6,KIT,0,0,0,0,4,254,False,,,30-254-33-255
Ting (Green),,267,MS_wiz_comptage,0,0,WIZCOMPT,WIZCOMPT,1-2-3-4-5-6,KIT,0,0,0,0,5,254,False,,,30-254-33-255
Correct Answer Position,MS_edu_comptage,267,MS_wiz_comptage,0,1,COMPTEUR,COMPTEUR,1-2-3-4-5-6,EDU,64,64,0,0,0,254,False,,,30-254-33-255
Correct Answer Position (Offset 1),MS_edu_comptage,267,MS_wiz_comptage,0,1,COMPTEUR,COMPTEUR,1-2-3-4-5-6,EDU,64,64,1,0,0,254,False,,,30-254-33-255
Correct Answer Position (Offset 2),MS_edu_comptage,267,MS_wiz_comptage,0,1,COMPTEUR,COMPTEUR,1-2-3-4-5-6,EDU,64,64,2,0,0,254,False,,,30-254-33-255
EDU Final-Segment Sound and Choreo Manager 1,MS_freezer1,268,EDU_LogicOperator,0,0,FRZ,FRZ,1-2-3-4-5-6,KIT-EDU,64,64,0,0,10,0,False,,,30-254-33-255
EDU Final-Segment Sound and Choreo Manager 2,MS_freezer2,268,EDU_LogicOperator,0,0,FRZ,FRZ,1-2-3-4-5-6,KIT-EDU,64,64,0,0,15,0,False,,,30-254-33-255
EDU Final-Segment Sound and Choreo Manager 3,MS_freezer3,268,EDU_LogicOperator,0,0,FRZ,FRZ,1-2-3-4-5-6,KIT-EDU,64,64,0,0,20,0,False,,,30-254-33-255
Magician Demo Introduction (Cave Language),MS_mag_sequence1,269,EDU_Magician,0,0,DIVEDU,DIVEDU,1-2-3-4-5-6,EDU,136,200,0,0,0,0,False,,,
Magician Demo Introduction (Cake Language),MS_mag_sequence2,269,EDU_Magician,0,0,DIVEDU,DIVEDU,1-2-3-4-5-6,EDU,136,200,0,0,1,0,False,,,
Magician Demo Introduction (Mountain Maths),MS_mag_sequence3,269,EDU_Magician,0,0,DIVEDU,DIVEDU,1-2-3-4-5-6,EDU,136,200,0,0,2,0,False,,,
Magician Demo Introduction (Jungle Language),MS_mag_sequence4,269,EDU_Magician,0,0,DIVEDU,DIVEDU,1-2-3-4-5-6,EDU,136,200,0,0,3,0,False,,,
Magician Demo Introduction (Music Maths),MS_mag_sequence5,269,EDU_Magician,0,0,DIVEDU,DIVEDU,1-2-3-4-5-6,EDU,136,200,0,0,4,0,False,,,
Magician Demo Introduction (Cake Maths),MS_mag_sequence6,269,EDU_Magician,0,0,DIVEDU,DIVEDU,1-2-3-4-5-6,EDU,136,200,0,0,5,0,False,,,
Magician Demo Introduction (Image Maths),MS_mag_sequence7,269,EDU_Magician,0,0,DIVEDU,DIVEDU,1-2-3-4-5-6,EDU,136,200,0,0,6,0,False,,,
Magician Demo Introduction (Jungle Maths),MS_mag_sequence8,269,EDU_Magician,0,0,DIVEDU,DIVEDU,1-2-3-4-5-6,EDU,136,200,0,0,7,0,False,,,
Magician Demo Introduction (Mountain Language),MS_mag_sequence9,269,EDU_Magician,0,0,DIVEDU,DIVEDU,1-2-3-4-5-6,EDU,136,200,0,0,8,0,False,,,
Magician Demo Introduction (Image Language),MS_mag_sequence10,269,EDU_Magician,0,0,DIVEDU,DIVEDU,1-2-3-4-5-6,EDU,136,200,0,0,9,0,False,,,
Magician Demo Introduction (Music Language),MS_mag_sequence11,269,EDU_Magician,0,0,DIVEDU,DIVEDU,1-2-3-4-5-6,EDU,136,200,0,0,10,0,False,,,
Magician Demo Introduction (Cave Maths),MS_mag_sequence12,269,EDU_Magician,0,0,DIVEDU,DIVEDU,1-2-3-4-5-6,EDU,136,200,0,0,11,0,False,,,
Magician's Hat,MS_mag_chapeau,269,EDU_Magician,0,10,DIVEDU,DIVEDU,1-2-3-4-5-6,KIT-EDU,64,80,0,0,0,0,False,,,
Magician Congratulation (Cake Language),MS_mag_sequence13,269,EDU_Magician,0,24,DIVEDU,DIVEDU,1-2-3-4-5-6,EDU,136,200,0,0,0,254,False,,11-7,2-10-23-0-11-0-5-23-2-10-23-1-33-255
Magician Congratulation (Cake Maths),MS_mag_sequence14,269,EDU_Magician,0,24,DIVEDU,DIVEDU,1-2-3-4-5-6,EDU,136,200,0,0,0,254,False,,11-7,2-10-23-0-11-0-5-13-2-10-23-1-33-255
Magician Congratulation (Cave Language),MS_mag_sequence15,269,EDU_Magician,0,24,DIVEDU,DIVEDU,1-2-3-4-5-6,EDU,136,200,0,0,0,254,False,,11-7,2-10-23-0-11-0-5-14-2-10-23-1-33-255
Magician Congratulation (Image Language),MS_mag_sequence16,269,EDU_Magician,0,24,DIVEDU,DIVEDU,1-2-3-4-5-6,EDU,136,200,0,0,0,254,False,,11-7,2-10-23-0-11-0-5-11-2-10-23-1-33-255
Magician Congratulation (Image Maths),MS_mag_sequence17,269,EDU_Magician,0,24,DIVEDU,DIVEDU,1-2-3-4-5-6,EDU,136,200,0,0,0,254,False,,11-7,2-10-23-0-11-0-5-15-2-10-23-1-33-255
Magician Congratulation (Jungle Language),MS_mag_sequence18,269,EDU_Magician,0,24,DIVEDU,DIVEDU,1-2-3-4-5-6,EDU,136,200,0,0,0,254,False,,11-7,2-10-23-0-11-0-5-20-2-10-23-1-33-255
Magician Congratulation (Jungle Maths),MS_mag_sequence19,269,EDU_Magician,0,24,DIVEDU,DIVEDU,1-2-3-4-5-6,EDU,136,200,0,0,0,254,False,,11-7,2-10-23-0-11-0-5-16-2-10-23-1-33-255
Magician Congratulation (Mountain Language),MS_mag_sequence20,269,EDU_Magician,0,24,DIVEDU,DIVEDU,1-2-3-4-5-6,EDU,136,200,0,0,0,254,False,,11-7,2-10-23-0-11-0-5-19-2-10-23-1-33-255
Magician Congratulation (Mountain Maths),MS_mag_sequence21,269,EDU_Magician,0,24,DIVEDU,DIVEDU,1-2-3-4-5-6,EDU,136,200,0,0,0,254,False,,11-7,2-10-23-0-11-0-5-12-2-10-23-1-33-255
Magician Congratulation (Music Language),MS_mag_sequence22,269,EDU_Magician,0,24,DIVEDU,DIVEDU,1-2-3-4-5-6,EDU,136,200,0,0,0,254,False,,11-7,2-10-23-0-11-0-5-17-2-10-23-1-33-255
Magician Congratulation (Music Maths),MS_mag_sequence23,269,EDU_Magician,0,24,DIVEDU,DIVEDU,1-2-3-4-5-6,EDU,136,200,0,0,0,254,False,,11-7,2-10-23-0-11-0-5-18-2-10-23-1-33-255
Magician Congratulation (Cave Maths),MS_mag_sequence24,269,EDU_Magician,0,25,DIVEDU,DIVEDU,1-2-3-4-5-6,EDU,136,200,0,0,0,254,False,,11-7,2-10-23-0-11-0-5-22-2-10-23-1-33-255
Betilla Demo Introduction (Cave Language),MS_fee_sequence1,270,EDU_Betilla,0,9,FEEEDU,FEEEDU,1-2-3-4-5-6,EDU,148,128,0,0,12,0,False,,,
Betilla Demo Introduction (Cake Language),MS_fee_sequence2,270,EDU_Betilla,0,9,FEEEDU,FEEEDU,1-2-3-4-5-6,EDU,148,128,0,0,13,0,False,,,
Betilla Demo Introduction (Mountain Maths),MS_fee_sequence3,270,EDU_Betilla,0,9,FEEEDU,FEEEDU,1-2-3-4-5-6,EDU,148,128,0,0,14,0,False,,,
Betilla Demo Introduction (Jungle Language),MS_fee_sequence4,270,EDU_Betilla,0,9,FEEEDU,FEEEDU,1-2-3-4-5-6,EDU,148,128,0,0,15,0,False,,,
Betilla Demo Introduction (Music Maths),MS_fee_sequence5,270,EDU_Betilla,0,9,FEEEDU,FEEEDU,1-2-3-4-5-6,EDU,148,128,0,0,16,0,False,,,
Betilla Demo Introduction (Cake Maths),MS_fee_sequence6,270,EDU_Betilla,0,9,FEEEDU,FEEEDU,1-2-3-4-5-6,EDU,148,128,0,0,17,0,False,,,
Betilla Demo Introduction (Image Maths),MS_fee_sequence7,270,EDU_Betilla,0,9,FEEEDU,FEEEDU,1-2-3-4-5-6,EDU,148,128,0,0,18,0,False,,,
Betilla Demo Introduction (Jungle Maths),MS_fee_sequence8,270,EDU_Betilla,0,9,FEEEDU,FEEEDU,1-2-3-4-5-6,EDU,148,128,0,0,19,0,False,,,
Betilla Demo Introduction (Mountain Language),MS_fee_sequence9,270,EDU_Betilla,0,9,FEEEDU,FEEEDU,1-2-3-4-5-6,EDU,148,128,0,0,20,0,False,,,
Betilla Demo Introduction (Image Language),MS_fee_sequence10,270,EDU_Betilla,0,9,FEEEDU,FEEEDU,1-2-3-4-5-6,EDU,148,128,0,0,21,0,False,,,
Betilla Demo Introduction (Music Language),MS_fee_sequence11,270,EDU_Betilla,0,9,FEEEDU,FEEEDU,1-2-3-4-5-6,EDU,148,128,0,0,22,0,False,,,
